models_fitness	models_synergies_tp	models_synergies_fp	models_synergies_tn	models_synergies_fn	models_sensitivity	models_specificity	models_precision	models_fpr
topology.sif_run_229__G19_M2.gitsbe	0.6492537	3	6	130	14	0.176470588235294	0.955882352941177	0.333333333333333	0.0441176470588235
topology.sif_run_388__G19_M0.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_272__G19_M3.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_357__G19_M2.gitsbe	0.6119403	3	7	129	14	0.176470588235294	0.948529411764706	0.3	0.0514705882352941
topology.sif_run_391__G19_M6.gitsbe	0.64179105	4	10	126	13	0.235294117647059	0.926470588235294	0.285714285714286	0.0735294117647059
topology.sif_run_181__G19_M1.gitsbe	0.6492537	2	9	127	15	0.117647058823529	0.933823529411765	0.181818181818182	0.0661764705882353
topology.sif_run_169__G19_M10.gitsbe	0.67164177	2	2	134	15	0.117647058823529	0.985294117647059	0.5	0.0147058823529412
topology.sif_run_9__G19_M2.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_446__G19_M7.gitsbe	0.63432837	2	4	132	15	0.117647058823529	0.970588235294118	0.333333333333333	0.0294117647058824
topology.sif_run_32__G19_M3.gitsbe	0.6567164	0	1	135	17	0	0.992647058823529	0	0.00735294117647059
topology.sif_run_22__G19_M4.gitsbe	0.64179105	1	7	129	16	0.0588235294117647	0.948529411764706	0.125	0.0514705882352941
topology.sif_run_406__G19_M2.gitsbe	0.64179105	2	8	128	15	0.117647058823529	0.941176470588235	0.2	0.0588235294117647
topology.sif_run_352__G19_M1.gitsbe	0.6641791	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_344__G19_M6.gitsbe	0.6641791	2	3	133	15	0.117647058823529	0.977941176470588	0.4	0.0220588235294118
topology.sif_run_335__G19_M1.gitsbe	0.6641791	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_357__G19_M1.gitsbe	0.6119403	3	7	129	14	0.176470588235294	0.948529411764706	0.3	0.0514705882352941
topology.sif_run_291__G19_M1.gitsbe	0.6492537	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_116__G19_M4.gitsbe	0.5970149	1	6	130	16	0.0588235294117647	0.955882352941177	0.142857142857143	0.0441176470588235
topology.sif_run_22__G19_M3.gitsbe	0.64179105	0	5	131	17	0	0.963235294117647	0	0.0367647058823529
topology.sif_run_67__G19_M8.gitsbe	0.6641791	1	3	133	16	0.0588235294117647	0.977941176470588	0.25	0.0220588235294118
topology.sif_run_33__G19_M3.gitsbe	0.6119403	1	5	131	16	0.0588235294117647	0.963235294117647	0.166666666666667	0.0367647058823529
topology.sif_run_111__G19_M7.gitsbe	0.64179105	2	7	129	15	0.117647058823529	0.948529411764706	0.222222222222222	0.0514705882352941
topology.sif_run_420__G19_M2.gitsbe	0.67164177	4	4	132	13	0.235294117647059	0.970588235294118	0.5	0.0294117647058824
topology.sif_run_23__G19_M1.gitsbe	0.67164177	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_150__G19_M2.gitsbe	0.64179105	0	4	132	17	0	0.970588235294118	0	0.0294117647058824
topology.sif_run_322__G19_M0.gitsbe	0.6492537	2	8	128	15	0.117647058823529	0.941176470588235	0.2	0.0588235294117647
topology.sif_run_50__G19_M5.gitsbe	0.6119403	4	4	132	13	0.235294117647059	0.970588235294118	0.5	0.0294117647058824
topology.sif_run_128__G19_M1.gitsbe	0.6641791	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_435__G19_M1.gitsbe	0.6268657	0	5	131	17	0	0.963235294117647	0	0.0367647058823529
topology.sif_run_82__G19_M10.gitsbe	0.6492537	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_345__G19_M3.gitsbe	0.6492537	1	8	128	16	0.0588235294117647	0.941176470588235	0.111111111111111	0.0588235294117647
topology.sif_run_399__G19_M2.gitsbe	0.6492537	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_19__G19_M4.gitsbe	0.6492537	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_40__G19_M3.gitsbe	0.64179105	3	4	132	14	0.176470588235294	0.970588235294118	0.428571428571429	0.0294117647058824
topology.sif_run_11__G19_M1.gitsbe	0.67164177	6	4	132	11	0.352941176470588	0.970588235294118	0.6	0.0294117647058824
topology.sif_run_296__G19_M0.gitsbe	0.6492537	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_32__G19_M1.gitsbe	0.6567164	0	1	135	17	0	0.992647058823529	0	0.00735294117647059
topology.sif_run_488__G19_M3.gitsbe	0.6492537	2	9	127	15	0.117647058823529	0.933823529411765	0.181818181818182	0.0661764705882353
topology.sif_run_110__G19_M4.gitsbe	0.64179105	2	7	129	15	0.117647058823529	0.948529411764706	0.222222222222222	0.0514705882352941
topology.sif_run_45__G19_M0.gitsbe	0.6268657	2	6	130	15	0.117647058823529	0.955882352941177	0.25	0.0441176470588235
topology.sif_run_100__G19_M0.gitsbe	0.6268657	0	7	129	17	0	0.948529411764706	0	0.0514705882352941
topology.sif_run_402__G19_M0.gitsbe	0.6268657	2	6	130	15	0.117647058823529	0.955882352941177	0.25	0.0441176470588235
topology.sif_run_37__G19_M3.gitsbe	0.63432837	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_23__G19_M0.gitsbe	0.67164177	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_464__G19_M2.gitsbe	0.6791045	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_47__G19_M0.gitsbe	0.5970149	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_1__G19_M0.gitsbe	0.63432837	3	8	128	14	0.176470588235294	0.941176470588235	0.272727272727273	0.0588235294117647
topology.sif_run_479__G19_M0.gitsbe	0.64179105	1	6	130	16	0.0588235294117647	0.955882352941177	0.142857142857143	0.0441176470588235
topology.sif_run_286__G19_M6.gitsbe	0.6641791	3	6	130	14	0.176470588235294	0.955882352941177	0.333333333333333	0.0441176470588235
topology.sif_run_396__G19_M5.gitsbe	0.6567164	2	2	134	15	0.117647058823529	0.985294117647059	0.5	0.0147058823529412
topology.sif_run_292__G19_M14.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_197__G19_M9.gitsbe	0.5970149	4	7	129	13	0.235294117647059	0.948529411764706	0.363636363636364	0.0514705882352941
topology.sif_run_150__G19_M3.gitsbe	0.64179105	0	4	132	17	0	0.970588235294118	0	0.0294117647058824
topology.sif_run_366__G19_M5.gitsbe	0.6567164	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_428__G19_M2.gitsbe	0.6492537	1	1	135	16	0.0588235294117647	0.992647058823529	0.5	0.00735294117647059
topology.sif_run_314__G19_M5.gitsbe	0.6119403	2	7	129	15	0.117647058823529	0.948529411764706	0.222222222222222	0.0514705882352941
topology.sif_run_163__G19_M17.gitsbe	0.64179105	2	8	128	15	0.117647058823529	0.941176470588235	0.2	0.0588235294117647
topology.sif_run_247__G19_M0.gitsbe	0.6492537	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_311__G19_M16.gitsbe	0.6119403	4	4	132	13	0.235294117647059	0.970588235294118	0.5	0.0294117647058824
topology.sif_run_235__G19_M12.gitsbe	0.6492537	1	2	134	16	0.0588235294117647	0.985294117647059	0.333333333333333	0.0147058823529412
topology.sif_run_319__G19_M1.gitsbe	0.6492537	1	6	130	16	0.0588235294117647	0.955882352941177	0.142857142857143	0.0441176470588235
topology.sif_run_415__G19_M8.gitsbe	0.619403	4	4	132	13	0.235294117647059	0.970588235294118	0.5	0.0294117647058824
topology.sif_run_4__G19_M3.gitsbe	0.6492537	2	4	132	15	0.117647058823529	0.970588235294118	0.333333333333333	0.0294117647058824
topology.sif_run_211__G19_M0.gitsbe	0.619403	1	2	134	16	0.0588235294117647	0.985294117647059	0.333333333333333	0.0147058823529412
topology.sif_run_228__G19_M0.gitsbe	0.64179105	1	2	134	16	0.0588235294117647	0.985294117647059	0.333333333333333	0.0147058823529412
topology.sif_run_241__G19_M7.gitsbe	0.64179105	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_214__G19_M2.gitsbe	0.6641791	4	7	129	13	0.235294117647059	0.948529411764706	0.363636363636364	0.0514705882352941
topology.sif_run_223__G19_M2.gitsbe	0.6641791	1	1	135	16	0.0588235294117647	0.992647058823529	0.5	0.00735294117647059
topology.sif_run_486__G19_M3.gitsbe	0.6791045	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_155__G19_M9.gitsbe	0.64179105	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_284__G19_M4.gitsbe	0.5895522	1	9	127	16	0.0588235294117647	0.933823529411765	0.1	0.0661764705882353
topology.sif_run_270__G19_M2.gitsbe	0.6268657	2	7	129	15	0.117647058823529	0.948529411764706	0.222222222222222	0.0514705882352941
topology.sif_run_217__G19_M5.gitsbe	0.6641791	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_358__G19_M2.gitsbe	0.6492537	2	2	134	15	0.117647058823529	0.985294117647059	0.5	0.0147058823529412
topology.sif_run_104__G19_M0.gitsbe	0.6567164	1	3	133	16	0.0588235294117647	0.977941176470588	0.25	0.0220588235294118
topology.sif_run_294__G19_M5.gitsbe	0.6567164	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_240__G19_M16.gitsbe	0.6567164	3	6	130	14	0.176470588235294	0.955882352941177	0.333333333333333	0.0441176470588235
topology.sif_run_446__G19_M6.gitsbe	0.63432837	2	4	132	15	0.117647058823529	0.970588235294118	0.333333333333333	0.0294117647058824
topology.sif_run_233__G19_M3.gitsbe	0.6492537	2	7	129	15	0.117647058823529	0.948529411764706	0.222222222222222	0.0514705882352941
topology.sif_run_366__G19_M3.gitsbe	0.6567164	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_346__G19_M3.gitsbe	0.619403	1	5	131	16	0.0588235294117647	0.963235294117647	0.166666666666667	0.0367647058823529
topology.sif_run_382__G19_M5.gitsbe	0.6492537	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_81__G19_M2.gitsbe	0.5970149	1	6	130	16	0.0588235294117647	0.955882352941177	0.142857142857143	0.0441176470588235
topology.sif_run_437__G19_M4.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_238__G19_M1.gitsbe	0.6567164	2	4	132	15	0.117647058823529	0.970588235294118	0.333333333333333	0.0294117647058824
topology.sif_run_459__G19_M6.gitsbe	0.6044776	3	4	132	14	0.176470588235294	0.970588235294118	0.428571428571429	0.0294117647058824
topology.sif_run_324__G19_M2.gitsbe	0.6492537	1	8	128	16	0.0588235294117647	0.941176470588235	0.111111111111111	0.0588235294117647
topology.sif_run_66__G19_M9.gitsbe	0.64179105	4	4	132	13	0.235294117647059	0.970588235294118	0.5	0.0294117647058824
topology.sif_run_144__G19_M1.gitsbe	0.6492537	2	3	133	15	0.117647058823529	0.977941176470588	0.4	0.0220588235294118
topology.sif_run_142__G19_M4.gitsbe	0.6268657	0	6	130	17	0	0.955882352941177	0	0.0441176470588235
topology.sif_run_7__G19_M0.gitsbe	0.64179105	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_395__G19_M1.gitsbe	0.6268657	3	4	132	14	0.176470588235294	0.970588235294118	0.428571428571429	0.0294117647058824
topology.sif_run_97__G19_M10.gitsbe	0.6567164	1	3	133	16	0.0588235294117647	0.977941176470588	0.25	0.0220588235294118
topology.sif_run_89__G19_M2.gitsbe	0.64179105	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_447__G19_M3.gitsbe	0.6492537	2	7	129	15	0.117647058823529	0.948529411764706	0.222222222222222	0.0514705882352941
topology.sif_run_290__G19_M0.gitsbe	0.64179105	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_64__G19_M4.gitsbe	0.6492537	3	7	129	14	0.176470588235294	0.948529411764706	0.3	0.0514705882352941
topology.sif_run_308__G19_M0.gitsbe	0.6791045	0	1	135	17	0	0.992647058823529	0	0.00735294117647059
topology.sif_run_355__G19_M3.gitsbe	0.6641791	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_175__G19_M3.gitsbe	0.6492537	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_95__G19_M0.gitsbe	0.6641791	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_487__G19_M1.gitsbe	0.64179105	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_307__G19_M5.gitsbe	0.619403	1	5	131	16	0.0588235294117647	0.963235294117647	0.166666666666667	0.0367647058823529
topology.sif_run_276__G19_M4.gitsbe	0.6641791	5	5	131	12	0.294117647058824	0.963235294117647	0.5	0.0367647058823529
topology.sif_run_115__G19_M3.gitsbe	0.6119403	0	2	134	17	0	0.985294117647059	0	0.0147058823529412
topology.sif_run_311__G19_M2.gitsbe	0.6044776	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_63__G19_M1.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_312__G19_M5.gitsbe	0.6567164	5	5	131	12	0.294117647058824	0.963235294117647	0.5	0.0367647058823529
topology.sif_run_78__G19_M7.gitsbe	0.6791045	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_185__G19_M2.gitsbe	0.63432837	3	4	132	14	0.176470588235294	0.970588235294118	0.428571428571429	0.0294117647058824
topology.sif_run_474__G19_M0.gitsbe	0.6567164	5	5	131	12	0.294117647058824	0.963235294117647	0.5	0.0367647058823529
topology.sif_run_107__G19_M0.gitsbe	0.6268657	1	2	134	16	0.0588235294117647	0.985294117647059	0.333333333333333	0.0147058823529412
topology.sif_run_287__G19_M2.gitsbe	0.64179105	1	5	131	16	0.0588235294117647	0.963235294117647	0.166666666666667	0.0367647058823529
topology.sif_run_65__G19_M6.gitsbe	0.6567164	5	9	127	12	0.294117647058824	0.933823529411765	0.357142857142857	0.0661764705882353
topology.sif_run_432__G19_M9.gitsbe	0.67164177	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_338__G19_M6.gitsbe	0.64179105	5	6	130	12	0.294117647058824	0.955882352941177	0.454545454545455	0.0441176470588235
topology.sif_run_206__G19_M0.gitsbe	0.6119403	1	5	131	16	0.0588235294117647	0.963235294117647	0.166666666666667	0.0367647058823529
topology.sif_run_172__G19_M3.gitsbe	0.619403	4	4	132	13	0.235294117647059	0.970588235294118	0.5	0.0294117647058824
topology.sif_run_411__G19_M2.gitsbe	0.6492537	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_312__G19_M6.gitsbe	0.6567164	5	5	131	12	0.294117647058824	0.963235294117647	0.5	0.0367647058823529
topology.sif_run_210__G19_M7.gitsbe	0.67164177	4	4	132	13	0.235294117647059	0.970588235294118	0.5	0.0294117647058824
topology.sif_run_439__G19_M1.gitsbe	0.6641791	5	5	131	12	0.294117647058824	0.963235294117647	0.5	0.0367647058823529
topology.sif_run_70__G19_M0.gitsbe	0.6641791	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_124__G19_M2.gitsbe	0.64179105	3	3	133	14	0.176470588235294	0.977941176470588	0.5	0.0220588235294118
topology.sif_run_283__G19_M6.gitsbe	0.6641791	5	5	131	12	0.294117647058824	0.963235294117647	0.5	0.0367647058823529
topology.sif_run_329__G19_M1.gitsbe	0.6641791	1	3	133	16	0.0588235294117647	0.977941176470588	0.25	0.0220588235294118
topology.sif_run_418__G19_M3.gitsbe	0.6567164	1	2	134	16	0.0588235294117647	0.985294117647059	0.333333333333333	0.0147058823529412
topology.sif_run_78__G19_M5.gitsbe	0.6791045	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_268__G19_M0.gitsbe	0.6567164	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_269__G19_M4.gitsbe	0.67164177	5	5	131	12	0.294117647058824	0.963235294117647	0.5	0.0367647058823529
topology.sif_run_83__G19_M2.gitsbe	0.6492537	1	7	129	16	0.0588235294117647	0.948529411764706	0.125	0.0514705882352941
topology.sif_run_224__G19_M2.gitsbe	0.64179105	0	5	131	17	0	0.963235294117647	0	0.0367647058823529
topology.sif_run_29__G19_M2.gitsbe	0.6268657	4	1	135	13	0.235294117647059	0.992647058823529	0.8	0.00735294117647059
topology.sif_run_351__G19_M14.gitsbe	0.63432837	1	3	133	16	0.0588235294117647	0.977941176470588	0.25	0.0220588235294118
topology.sif_run_105__G19_M5.gitsbe	0.6044776	1	1	135	16	0.0588235294117647	0.992647058823529	0.5	0.00735294117647059
topology.sif_run_3__G19_M2.gitsbe	0.6492537	3	8	128	14	0.176470588235294	0.941176470588235	0.272727272727273	0.0588235294117647
topology.sif_run_90__G19_M1.gitsbe	0.5671642	1	5	131	16	0.0588235294117647	0.963235294117647	0.166666666666667	0.0367647058823529
topology.sif_run_290__G19_M2.gitsbe	0.64179105	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_114__G19_M2.gitsbe	0.64179105	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_95__G19_M2.gitsbe	0.6641791	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_345__G19_M5.gitsbe	0.6492537	2	9	127	15	0.117647058823529	0.933823529411765	0.181818181818182	0.0661764705882353
topology.sif_run_165__G19_M3.gitsbe	0.6641791	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_135__G19_M3.gitsbe	0.6492537	6	10	126	11	0.352941176470588	0.926470588235294	0.375	0.0735294117647059
topology.sif_run_98__G19_M6.gitsbe	0.6492537	2	2	134	15	0.117647058823529	0.985294117647059	0.5	0.0147058823529412
topology.sif_run_487__G19_M0.gitsbe	0.64179105	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_440__G19_M1.gitsbe	0.6268657	2	7	129	15	0.117647058823529	0.948529411764706	0.222222222222222	0.0514705882352941
topology.sif_run_327__G19_M4.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_311__G19_M0.gitsbe	0.6044776	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_182__G19_M3.gitsbe	0.64179105	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_356__G19_M2.gitsbe	0.5970149	1	6	130	16	0.0588235294117647	0.955882352941177	0.142857142857143	0.0441176470588235
topology.sif_run_45__G19_M2.gitsbe	0.6268657	2	6	130	15	0.117647058823529	0.955882352941177	0.25	0.0441176470588235
topology.sif_run_453__G19_M9.gitsbe	0.6641791	2	3	133	15	0.117647058823529	0.977941176470588	0.4	0.0220588235294118
topology.sif_run_491__G19_M2.gitsbe	0.63432837	2	7	129	15	0.117647058823529	0.948529411764706	0.222222222222222	0.0514705882352941
topology.sif_run_243__G19_M0.gitsbe	0.58208954	3	1	135	14	0.176470588235294	0.992647058823529	0.75	0.00735294117647059
topology.sif_run_186__G19_M1.gitsbe	0.6567164	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_245__G19_M0.gitsbe	0.6268657	1	8	128	16	0.0588235294117647	0.941176470588235	0.111111111111111	0.0588235294117647
topology.sif_run_141__G19_M5.gitsbe	0.6641791	0	1	135	17	0	0.992647058823529	0	0.00735294117647059
topology.sif_run_432__G19_M4.gitsbe	0.67164177	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_181__G19_M2.gitsbe	0.6492537	4	10	126	13	0.235294117647059	0.926470588235294	0.285714285714286	0.0735294117647059
topology.sif_run_425__G19_M0.gitsbe	0.6119403	0	5	131	17	0	0.963235294117647	0	0.0367647058823529
topology.sif_run_497__G19_M2.gitsbe	0.6641791	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_85__G19_M4.gitsbe	0.5970149	0	6	130	17	0	0.955882352941177	0	0.0441176470588235
topology.sif_run_373__G19_M7.gitsbe	0.6567164	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_199__G19_M18.gitsbe	0.63432837	2	9	127	15	0.117647058823529	0.933823529411765	0.181818181818182	0.0661764705882353
topology.sif_run_464__G19_M1.gitsbe	0.6791045	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_498__G19_M3.gitsbe	0.6492537	1	6	130	16	0.0588235294117647	0.955882352941177	0.142857142857143	0.0441176470588235
topology.sif_run_291__G19_M0.gitsbe	0.6492537	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_166__G19_M4.gitsbe	0.63432837	0	6	130	17	0	0.955882352941177	0	0.0441176470588235
topology.sif_run_475__G19_M7.gitsbe	0.6567164	5	8	128	12	0.294117647058824	0.941176470588235	0.384615384615385	0.0588235294117647
topology.sif_run_305__G19_M3.gitsbe	0.6492537	4	6	130	13	0.235294117647059	0.955882352941177	0.4	0.0441176470588235
topology.sif_run_378__G19_M0.gitsbe	0.5970149	1	6	130	16	0.0588235294117647	0.955882352941177	0.142857142857143	0.0441176470588235
topology.sif_run_51__G19_M2.gitsbe	0.64179105	2	7	129	15	0.117647058823529	0.948529411764706	0.222222222222222	0.0514705882352941
topology.sif_run_348__G19_M2.gitsbe	0.63432837	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_168__G19_M1.gitsbe	0.64179105	2	6	130	15	0.117647058823529	0.955882352941177	0.25	0.0441176470588235
topology.sif_run_191__G19_M0.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_445__G19_M3.gitsbe	0.6567164	1	1	135	16	0.0588235294117647	0.992647058823529	0.5	0.00735294117647059
topology.sif_run_495__G19_M1.gitsbe	0.6119403	1	3	133	16	0.0588235294117647	0.977941176470588	0.25	0.0220588235294118
topology.sif_run_495__G19_M0.gitsbe	0.6119403	1	3	133	16	0.0588235294117647	0.977941176470588	0.25	0.0220588235294118
topology.sif_run_317__G19_M13.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_300__G19_M14.gitsbe	0.6567164	3	4	132	14	0.176470588235294	0.970588235294118	0.428571428571429	0.0294117647058824
topology.sif_run_135__G19_M5.gitsbe	0.6492537	6	10	126	11	0.352941176470588	0.926470588235294	0.375	0.0735294117647059
topology.sif_run_409__G19_M0.gitsbe	0.619403	0	6	130	17	0	0.955882352941177	0	0.0441176470588235
topology.sif_run_434__G19_M1.gitsbe	0.64179105	1	2	134	16	0.0588235294117647	0.985294117647059	0.333333333333333	0.0147058823529412
topology.sif_run_393__G19_M3.gitsbe	0.619403	4	7	129	13	0.235294117647059	0.948529411764706	0.363636363636364	0.0514705882352941
topology.sif_run_488__G19_M1.gitsbe	0.6492537	2	8	128	15	0.117647058823529	0.941176470588235	0.2	0.0588235294117647
topology.sif_run_16__G19_M9.gitsbe	0.67164177	4	4	132	13	0.235294117647059	0.970588235294118	0.5	0.0294117647058824
topology.sif_run_252__G19_M9.gitsbe	0.6492537	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_14__G19_M3.gitsbe	0.6268657	1	5	131	16	0.0588235294117647	0.963235294117647	0.166666666666667	0.0367647058823529
topology.sif_run_292__G19_M8.gitsbe	0.6567164	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_5__G19_M2.gitsbe	0.63432837	4	1	135	13	0.235294117647059	0.992647058823529	0.8	0.00735294117647059
topology.sif_run_457__G19_M9.gitsbe	0.6641791	5	5	131	12	0.294117647058824	0.963235294117647	0.5	0.0367647058823529
topology.sif_run_124__G19_M0.gitsbe	0.64179105	2	3	133	15	0.117647058823529	0.977941176470588	0.4	0.0220588235294118
topology.sif_run_353__G19_M2.gitsbe	0.6492537	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_222__G19_M0.gitsbe	0.6492537	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_244__G19_M4.gitsbe	0.64179105	2	6	130	15	0.117647058823529	0.955882352941177	0.25	0.0441176470588235
topology.sif_run_373__G19_M9.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_378__G19_M2.gitsbe	0.5970149	1	6	130	16	0.0588235294117647	0.955882352941177	0.142857142857143	0.0441176470588235
topology.sif_run_437__G19_M3.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_369__G19_M9.gitsbe	0.6641791	2	3	133	15	0.117647058823529	0.977941176470588	0.4	0.0220588235294118
topology.sif_run_396__G19_M3.gitsbe	0.6567164	2	2	134	15	0.117647058823529	0.985294117647059	0.5	0.0147058823529412
topology.sif_run_178__G19_M2.gitsbe	0.6567164	4	5	131	13	0.235294117647059	0.963235294117647	0.444444444444444	0.0367647058823529
topology.sif_run_57__G19_M11.gitsbe	0.6044776	2	2	134	15	0.117647058823529	0.985294117647059	0.5	0.0147058823529412
topology.sif_run_462__G19_M3.gitsbe	0.63432837	3	6	130	14	0.176470588235294	0.955882352941177	0.333333333333333	0.0441176470588235
topology.sif_run_316__G19_M1.gitsbe	0.6567164	5	5	131	12	0.294117647058824	0.963235294117647	0.5	0.0367647058823529
topology.sif_run_62__G19_M3.gitsbe	0.6567164	3	5	131	14	0.176470588235294	0.963235294117647	0.375	0.0367647058823529
topology.sif_run_6__G19_M4.gitsbe	0.63432837	1	3	133	16	0.0588235294117647	0.977941176470588	0.25	0.0220588235294118
topology.sif_run_31__G19_M6.gitsbe	0.67164177	5	4	132	12	0.294117647058824	0.970588235294118	0.555555555555556	0.0294117647058824
topology.sif_run_407__G19_M5.gitsbe	0.619403	3	4	132	14	0.176470588235294	0.970588235294118	0.428571428571429	0.0294117647058824
topology.sif_run_441__G19_M0.gitsbe	0.64179105	1	7	129	16	0.0588235294117647	0.948529411764706	0.125	0.0514705882352941
